-0.4867800 -0.4335700 -0.6626380 ; -0.4938070 -0.4118880 -0.6645670
-0.4924950 -0.4108540 -0.6639210 ; -0.4867800 -0.4335700 -0.6626380
-0.5123090 -0.3984570 -0.6657580 ; -0.5118250 -0.3968640 -0.6651480
-0.4938070 -0.4118880 -0.6645670 ; -0.5123090 -0.3984570 -0.6657580
-0.5118250 -0.3968640 -0.6651480 ; -0.4938070 -0.4118880 -0.6645670
-0.5352210 -0.3984570 -0.6657580 ; -0.5357130 -0.3968640 -0.6651480
-0.5123090 -0.3984570 -0.6657580 ; -0.5352210 -0.3984570 -0.6657580
-0.5357130 -0.3968640 -0.6651480 ; -0.5123090 -0.3984570 -0.6657580
-0.5357130 -0.3968640 -0.6651480 ; -0.5118250 -0.3968640 -0.6651480
-0.5537270 -0.4118880 -0.6645670 ; -0.5550450 -0.4108540 -0.6639210
-0.5352210 -0.3984570 -0.6657580 ; -0.5537270 -0.4118880 -0.6645670
-0.5550450 -0.4108540 -0.6639210 ; -0.5352210 -0.3984570 -0.6657580
-0.5537270 -0.4118880 -0.6645670 ; -0.5607480 -0.4335740 -0.6626380
-0.5624260 -0.4334900 -0.6619420 ; -0.5537270 -0.4118880 -0.6645670
-0.5357130 -0.3968640 -0.6651480 ; -0.5118690 -0.3995490 -0.6831800
-0.5356690 -0.3995490 -0.6831800 ; -0.5118690 -0.3995490 -0.6831800
-0.5549620 -0.4631460 -0.7321560 ; -0.4925800 -0.4631460 -0.7321560
-0.4849590 -0.4404880 -0.7261430 ; -0.5549620 -0.4631460 -0.7321560
-0.4849590 -0.4404880 -0.7261430 ; -0.5625830 -0.4404880 -0.7261430
-0.5118510 -0.4767780 -0.7327340 ; -0.5549620 -0.4631460 -0.7321560
-0.4922260 -0.4159980 -0.7069560 ; -0.5553160 -0.4159980 -0.7069560
-0.5553160 -0.4159980 -0.7069560 ; -0.4849590 -0.4404880 -0.7261430
-0.5356690 -0.3995490 -0.6831800 ; -0.4922260 -0.4159980 -0.7069560
-0.5607480 -0.4335740 -0.6626380 ; -0.5588600 -0.4265790 -0.5331270
-0.5588600 -0.4265790 -0.5331270 ; -0.5536450 -0.4551940 -0.6607140
-0.5521750 -0.4471290 -0.5312260 ; -0.5536450 -0.4551940 -0.6607140
-0.5588600 -0.4265790 -0.5331270 ; -0.5521750 -0.4471290 -0.5312260
-0.5521750 -0.4471290 -0.5312260 ; -0.5351720 -0.4685260 -0.6595290
-0.5346210 -0.4598440 -0.5300500 ; -0.5351720 -0.4685260 -0.6595290
-0.5521750 -0.4471290 -0.5312260 ; -0.5346210 -0.4598440 -0.5300500
-0.5129150 -0.4598440 -0.5300500 ; -0.5123620 -0.4685260 -0.6595290
-0.5351720 -0.4685260 -0.6595290 ; -0.5129150 -0.4598440 -0.5300500
-0.5346210 -0.4598440 -0.5300500 ; -0.5129150 -0.4598440 -0.5300500
-0.5129150 -0.4598440 -0.5300500 ; -0.4953630 -0.4471290 -0.5312260
-0.4953630 -0.4471290 -0.5312260 ; -0.5123620 -0.4685260 -0.6595290
-0.4953630 -0.4471290 -0.5312260 ; -0.4938850 -0.4551940 -0.6607140
-0.4953630 -0.4471290 -0.5312260 ; -0.4886760 -0.4265790 -0.5331270
-0.4886760 -0.4265790 -0.5331270 ; -0.4938850 -0.4551940 -0.6607140
-0.4886760 -0.4265790 -0.5331270 ; -0.4867800 -0.4335700 -0.6626380
-0.4886760 -0.4265790 -0.5331270 ; -0.4953950 -0.4060490 -0.5350260
-0.4953950 -0.4060490 -0.5350260 ; -0.4867800 -0.4335700 -0.6626380
-0.4953950 -0.4060490 -0.5350260 ; -0.4938070 -0.4118880 -0.6645670
-0.4953950 -0.4060490 -0.5350260 ; -0.5129350 -0.3933750 -0.5362000
-0.5129350 -0.3933750 -0.5362000 ; -0.4938070 -0.4118880 -0.6645670
-0.5129350 -0.3933750 -0.5362000 ; -0.5123090 -0.3984570 -0.6657580
-0.5346010 -0.3933750 -0.5362000 ; -0.5352210 -0.3984570 -0.6657580
-0.5123090 -0.3984570 -0.6657580 ; -0.5346010 -0.3933750 -0.5362000
-0.5129350 -0.3933750 -0.5362000 ; -0.5346010 -0.3933750 -0.5362000
-0.5346010 -0.3933750 -0.5362000 ; -0.5537270 -0.4118880 -0.6645670
-0.5521410 -0.4060490 -0.5350260 ; -0.5537270 -0.4118880 -0.6645670
-0.5346010 -0.3933750 -0.5362000 ; -0.5521410 -0.4060490 -0.5350260
-0.5521410 -0.4060490 -0.5350260 ; -0.5607480 -0.4335740 -0.6626380
-0.5521410 -0.4060490 -0.5350260 ; -0.5588600 -0.4265790 -0.5331270
0.5624240 -0.4334900 -0.6619420 ; 0.5625730 -0.4404880 -0.7261430
0.5550370 -0.4561250 -0.6599610 ; 0.5624240 -0.4334900 -0.6619420
0.5625730 -0.4404880 -0.7261430 ; 0.5550370 -0.4561250 -0.6599610
0.5549520 -0.4631460 -0.7321560 ; 0.5550370 -0.4561250 -0.6599610
0.5625730 -0.4404880 -0.7261430 ; 0.5549520 -0.4631460 -0.7321560
0.5357070 -0.4701130 -0.6587390 ; 0.5550370 -0.4561250 -0.6599610
0.5549520 -0.4631460 -0.7321560 ; 0.5357070 -0.4701130 -0.6587390
0.5356790 -0.4767780 -0.7327340 ; 0.5357070 -0.4701130 -0.6587390
0.5549520 -0.4631460 -0.7321560 ; 0.5356790 -0.4767780 -0.7327340
0.5356790 -0.4767780 -0.7327340 ; 0.5118470 -0.4767780 -0.7327340
0.5118470 -0.4767780 -0.7327340 ; 0.5357070 -0.4701130 -0.6587390
0.5118210 -0.4701130 -0.6587390 ; 0.5357070 -0.4701130 -0.6587390
0.5118470 -0.4767780 -0.7327340 ; 0.5118210 -0.4701130 -0.6587390
0.4924910 -0.4561250 -0.6599610 ; 0.5118210 -0.4701130 -0.6587390
0.4925720 -0.4631460 -0.7321560 ; 0.4924910 -0.4561250 -0.6599610
0.5118210 -0.4701130 -0.6587390 ; 0.4925720 -0.4631460 -0.7321560
0.5118470 -0.4767780 -0.7327340 ; 0.4925720 -0.4631460 -0.7321560
0.4851120 -0.4334900 -0.6619420 ; 0.4924910 -0.4561250 -0.6599610
0.4849550 -0.4404880 -0.7261430 ; 0.4851120 -0.4334900 -0.6619420
0.4924910 -0.4561250 -0.6599610 ; 0.4849550 -0.4404880 -0.7261430
0.4925720 -0.4631460 -0.7321560 ; 0.4849550 -0.4404880 -0.7261430
0.4924910 -0.4108540 -0.6639210 ; 0.4851120 -0.4334900 -0.6619420
0.4922160 -0.4159980 -0.7069560 ; 0.4924910 -0.4108540 -0.6639210
0.4851120 -0.4334900 -0.6619420 ; 0.4922160 -0.4159980 -0.7069560
0.4849550 -0.4404880 -0.7261430 ; 0.4922160 -0.4159980 -0.7069560
0.5118210 -0.3968640 -0.6651480 ; 0.4924910 -0.4108540 -0.6639210
0.5118610 -0.3995490 -0.6831800 ; 0.5118210 -0.3968640 -0.6651480
0.4924910 -0.4108540 -0.6639210 ; 0.5118610 -0.3995490 -0.6831800
0.4922160 -0.4159980 -0.7069560 ; 0.5118610 -0.3995490 -0.6831800
0.5553120 -0.4159980 -0.7069560 ; 0.5550370 -0.4108540 -0.6639210
0.5356650 -0.3995490 -0.6831800 ; 0.5553120 -0.4159980 -0.7069560
0.5550370 -0.4108540 -0.6639210 ; 0.5356650 -0.3995490 -0.6831800
0.5357070 -0.3968640 -0.6651480 ; 0.5356650 -0.3995490 -0.6831800
0.5550370 -0.4108540 -0.6639210 ; 0.5357070 -0.3968640 -0.6651480
0.5624240 -0.4334900 -0.6619420 ; 0.5550370 -0.4108540 -0.6639210
0.5553120 -0.4159980 -0.7069560 ; 0.5624240 -0.4334900 -0.6619420
0.5553120 -0.4159980 -0.7069560 ; 0.5625730 -0.4404880 -0.7261430
0.5607440 -0.4335740 -0.6626380 ; 0.5624240 -0.4334900 -0.6619420
0.5550370 -0.4561250 -0.6599610 ; 0.5607440 -0.4335740 -0.6626380
0.5536450 -0.4551940 -0.6607140 ; 0.5607440 -0.4335740 -0.6626380
0.5550370 -0.4561250 -0.6599610 ; 0.5536450 -0.4551940 -0.6607140
0.5357070 -0.4701130 -0.6587390 ; 0.5536450 -0.4551940 -0.6607140
0.5351620 -0.4685260 -0.6595290 ; 0.5536450 -0.4551940 -0.6607140
0.5357070 -0.4701130 -0.6587390 ; 0.5351620 -0.4685260 -0.6595290
0.5118210 -0.4701130 -0.6587390 ; 0.5351620 -0.4685260 -0.6595290
0.5123580 -0.4685260 -0.6595290 ; 0.5351620 -0.4685260 -0.6595290
0.5118210 -0.4701130 -0.6587390 ; 0.5123580 -0.4685260 -0.6595290
0.4924910 -0.4561250 -0.6599610 ; 0.5123580 -0.4685260 -0.6595290
0.4938870 -0.4551940 -0.6607140 ; 0.5123580 -0.4685260 -0.6595290
0.4924910 -0.4561250 -0.6599610 ; 0.4938870 -0.4551940 -0.6607140
0.4851120 -0.4334900 -0.6619420 ; 0.4938870 -0.4551940 -0.6607140
0.4867820 -0.4335700 -0.6626380 ; 0.4938870 -0.4551940 -0.6607140
0.4851120 -0.4334900 -0.6619420 ; 0.4867820 -0.4335700 -0.6626380
0.4924910 -0.4108540 -0.6639210 ; 0.4867820 -0.4335700 -0.6626380
0.4938030 -0.4118880 -0.6645670 ; 0.4867820 -0.4335700 -0.6626380
0.4924910 -0.4108540 -0.6639210 ; 0.4938030 -0.4118880 -0.6645670
0.5118210 -0.3968640 -0.6651480 ; 0.4938030 -0.4118880 -0.6645670
0.5123030 -0.3984570 -0.6657580 ; 0.4938030 -0.4118880 -0.6645670
0.5118210 -0.3968640 -0.6651480 ; 0.5123030 -0.3984570 -0.6657580
0.5118210 -0.3968640 -0.6651480 ; 0.5357070 -0.3968640 -0.6651480
0.5357070 -0.3968640 -0.6651480 ; 0.5123030 -0.3984570 -0.6657580
0.5352170 -0.3984570 -0.6657580 ; 0.5123030 -0.3984570 -0.6657580
0.5357070 -0.3968640 -0.6651480 ; 0.5352170 -0.3984570 -0.6657580
0.5550370 -0.4108540 -0.6639210 ; 0.5352170 -0.3984570 -0.6657580
0.5537230 -0.4118880 -0.6645670 ; 0.5352170 -0.3984570 -0.6657580
0.5550370 -0.4108540 -0.6639210 ; 0.5537230 -0.4118880 -0.6645670
0.5624240 -0.4334900 -0.6619420 ; 0.5537230 -0.4118880 -0.6645670
0.5607440 -0.4335740 -0.6626380 ; 0.5537230 -0.4118880 -0.6645670
0.5118610 -0.3995490 -0.6831800 ; 0.5356650 -0.3995490 -0.6831800
0.5357070 -0.3968640 -0.6651480 ; 0.5118610 -0.3995490 -0.6831800
0.5625730 -0.4404880 -0.7261430 ; 0.4849550 -0.4404880 -0.7261430
0.4849550 -0.4404880 -0.7261430 ; 0.5549520 -0.4631460 -0.7321560
0.4925720 -0.4631460 -0.7321560 ; 0.5549520 -0.4631460 -0.7321560
0.5118470 -0.4767780 -0.7327340 ; 0.5549520 -0.4631460 -0.7321560
0.5553120 -0.4159980 -0.7069560 ; 0.4849550 -0.4404880 -0.7261430
0.5553120 -0.4159980 -0.7069560 ; 0.4922160 -0.4159980 -0.7069560
0.5356650 -0.3995490 -0.6831800 ; 0.4922160 -0.4159980 -0.7069560
0.5521690 -0.4471290 -0.5312260 ; 0.5588560 -0.4265790 -0.5331270
0.5536450 -0.4551940 -0.6607140 ; 0.5521690 -0.4471290 -0.5312260
0.5588560 -0.4265790 -0.5331270 ; 0.5536450 -0.4551940 -0.6607140
0.5588560 -0.4265790 -0.5331270 ; 0.5607440 -0.4335740 -0.6626380
0.5346170 -0.4598440 -0.5300500 ; 0.5521690 -0.4471290 -0.5312260
0.5351620 -0.4685260 -0.6595290 ; 0.5346170 -0.4598440 -0.5300500
0.5521690 -0.4471290 -0.5312260 ; 0.5351620 -0.4685260 -0.6595290
0.5129110 -0.4598440 -0.5300500 ; 0.5346170 -0.4598440 -0.5300500
0.5351620 -0.4685260 -0.6595290 ; 0.5129110 -0.4598440 -0.5300500
0.5123580 -0.4685260 -0.6595290 ; 0.5129110 -0.4598440 -0.5300500
0.4938870 -0.4551940 -0.6607140 ; 0.4953530 -0.4471290 -0.5312260
0.4953530 -0.4471290 -0.5312260 ; 0.5123580 -0.4685260 -0.6595290
0.4953530 -0.4471290 -0.5312260 ; 0.5129110 -0.4598440 -0.5300500
0.4867820 -0.4335700 -0.6626380 ; 0.4886720 -0.4265790 -0.5331270
0.4886720 -0.4265790 -0.5331270 ; 0.4938870 -0.4551940 -0.6607140
0.4886720 -0.4265790 -0.5331270 ; 0.4953530 -0.4471290 -0.5312260
0.4938030 -0.4118880 -0.6645670 ; 0.4953910 -0.4060490 -0.5350260
0.4953910 -0.4060490 -0.5350260 ; 0.4867820 -0.4335700 -0.6626380
0.4953910 -0.4060490 -0.5350260 ; 0.4886720 -0.4265790 -0.5331270
0.5123030 -0.3984570 -0.6657580 ; 0.5129310 -0.3933750 -0.5362000
0.5129310 -0.3933750 -0.5362000 ; 0.4938030 -0.4118880 -0.6645670
0.5129310 -0.3933750 -0.5362000 ; 0.4953910 -0.4060490 -0.5350260
0.5345970 -0.3933750 -0.5362000 ; 0.5129310 -0.3933750 -0.5362000
0.5123030 -0.3984570 -0.6657580 ; 0.5345970 -0.3933750 -0.5362000
0.5352170 -0.3984570 -0.6657580 ; 0.5345970 -0.3933750 -0.5362000
0.5521390 -0.4060490 -0.5350260 ; 0.5345970 -0.3933750 -0.5362000
0.5537230 -0.4118880 -0.6645670 ; 0.5521390 -0.4060490 -0.5350260
0.5345970 -0.3933750 -0.5362000 ; 0.5537230 -0.4118880 -0.6645670
0.5588560 -0.4265790 -0.5331270 ; 0.5521390 -0.4060490 -0.5350260
0.5521390 -0.4060490 -0.5350260 ; 0.5607440 -0.4335740 -0.6626380
-0.3701480 0.3689870 0.0757670 ; -0.2155330 0.4222170 0.0630900
-0.3698800 0.3780110 0.0898670 ; -0.3701480 0.3689870 0.0757670
-0.2155330 0.4222170 0.0630900 ; -0.3698800 0.3780110 0.0898670
-0.2148410 0.4303660 0.0762580 ; -0.3698800 0.3780110 0.0898670
-0.2155330 0.4222170 0.0630900 ; -0.2148410 0.4303660 0.0762580
-0.3685510 0.3865050 0.1175810 ; -0.3698800 0.3780110 0.0898670
-0.2148410 0.4303660 0.0762580 ; -0.3685510 0.3865050 0.1175810
-0.2133570 0.4384510 0.0992410 ; -0.3685510 0.3865050 0.1175810
-0.2148410 0.4303660 0.0762580 ; -0.2133570 0.4384510 0.0992410
-0.3435660 0.2652790 0.1388790 ; -0.3366220 0.2741100 0.1818180
-0.2072330 0.3181250 0.1204910 ; -0.3435660 0.2652790 0.1388790
-0.3366220 0.2741100 0.1818180 ; -0.2072330 0.3181250 0.1204910
-0.1990310 0.3226980 0.1780890 ; -0.2072330 0.3181250 0.1204910
-0.3366220 0.2741100 0.1818180 ; -0.1990310 0.3226980 0.1780890
-0.3556630 0.3247820 0.0709540 ; -0.1992370 0.3793330 0.0594020
-0.3637220 0.3586740 0.0689390 ; -0.3556630 0.3247820 0.0709540
-0.1992370 0.3793330 0.0594020 ; -0.3637220 0.3586740 0.0689390
-0.2041300 0.4129310 0.0570350 ; -0.3637220 0.3586740 0.0689390
-0.1992370 0.3793330 0.0594020 ; -0.2041300 0.4129310 0.0570350
-0.4866610 0.5159270 0.6783660 ; -0.4911480 0.5112450 0.6911890
-0.5061290 0.4994120 0.6515310 ; -0.4866610 0.5159270 0.6783660
-0.4911480 0.5112450 0.6911890 ; -0.5061290 0.4994120 0.6515310
-0.5177980 0.4870670 0.6581860 ; -0.5061290 0.4994120 0.6515310
-0.4911480 0.5112450 0.6911890 ; -0.5177980 0.4870670 0.6581860
-0.5273650 0.4555860 0.5429960 ; -0.5061290 0.4994120 0.6515310
-0.5177980 0.4870670 0.6581860 ; -0.5273650 0.4555860 0.5429960
-0.5397580 0.4416210 0.5485670 ; -0.5273650 0.4555860 0.5429960
-0.5177980 0.4870670 0.6581860 ; -0.5397580 0.4416210 0.5485670
-0.5397580 0.4416210 0.5485670 ; -0.5349770 0.4083080 0.5591860
-0.5617060 0.3961740 0.4353260 ; -0.5397580 0.4416210 0.5485670
-0.5349770 0.4083080 0.5591860 ; -0.5617060 0.3961740 0.4353260
-0.5567600 0.3612040 0.4438770 ; -0.5617060 0.3961740 0.4353260
-0.5349770 0.4083080 0.5591860 ; -0.5567600 0.3612040 0.4438770
-0.5131980 0.4554110 0.6708720 ; -0.5177980 0.4870670 0.6581860
-0.4851160 0.4819210 0.7072140 ; -0.5131980 0.4554110 0.6708720
-0.5177980 0.4870670 0.6581860 ; -0.4851160 0.4819210 0.7072140
-0.4911480 0.5112450 0.6911890 ; -0.4851160 0.4819210 0.7072140
-0.3362050 0.5261120 0.5250480 ; -0.2106080 0.5579370 0.5135260
-0.3240880 0.5664720 0.6358580 ; -0.3362050 0.5261120 0.5250480
-0.2106080 0.5579370 0.5135260 ; -0.3240880 0.5664720 0.6358580
-0.2085640 0.5990450 0.6229900 ; -0.3240880 0.5664720 0.6358580
-0.2106080 0.5579370 0.5135260 ; -0.2085640 0.5990450 0.6229900
-0.5859970 0.3095590 0.1753760 ; -0.5987070 0.2940410 0.1800540
-0.5897130 0.2950790 0.1479360 ; -0.5859970 0.3095590 0.1753760
-0.5987070 0.2940410 0.1800540 ; -0.5897130 0.2950790 0.1479360
-0.6020340 0.2798860 0.1521630 ; -0.5897130 0.2950790 0.1479360
-0.5987070 0.2940410 0.1800540 ; -0.6020340 0.2798860 0.1521630
-0.5780460 0.2876010 0.1052550 ; -0.5855460 0.2899500 0.1169760
-0.5841060 0.2769380 0.1030910 ; -0.5780460 0.2876010 0.1052550
-0.5855460 0.2899500 0.1169760 ; -0.5841060 0.2769380 0.1030910
-0.5968970 0.2757800 0.1197930 ; -0.5841060 0.2769380 0.1030910
-0.5855460 0.2899500 0.1169760 ; -0.5968970 0.2757800 0.1197930
-0.5855460 0.2899500 0.1169760 ; -0.5897130 0.2950790 0.1479360
-0.5897130 0.2950790 0.1479360 ; -0.5968970 0.2757800 0.1197930
-0.6020340 0.2798860 0.1521630 ; -0.5968970 0.2757800 0.1197930
-0.5770550 0.2427260 0.1066660 ; -0.5841060 0.2769380 0.1030910
-0.5968970 0.2757800 0.1197930 ; -0.5770550 0.2427260 0.1066660
-0.5904980 0.2408320 0.1255090 ; -0.5770550 0.2427260 0.1066660
-0.5968970 0.2757800 0.1197930 ; -0.5904980 0.2408320 0.1255090
-0.6020340 0.2798860 0.1521630 ; -0.5904980 0.2408320 0.1255090
-0.5955740 0.2441720 0.1598200 ; -0.5904980 0.2408320 0.1255090
-0.6020340 0.2798860 0.1521630 ; -0.5955740 0.2441720 0.1598200
-0.5987070 0.2940410 0.1800540 ; -0.5924220 0.2578440 0.1883200
-0.5924220 0.2578440 0.1883200 ; -0.6020340 0.2798860 0.1521630
-0.5924220 0.2578440 0.1883200 ; -0.5955740 0.2441720 0.1598200
-0.2062520 0.4521090 0.1444560 ; -0.3622120 0.4012180 0.1542150
-0.2133570 0.4384510 0.0992410 ; -0.2062520 0.4521090 0.1444560
-0.3622120 0.4012180 0.1542150 ; -0.2133570 0.4384510 0.0992410
-0.3622120 0.4012180 0.1542150 ; -0.3685510 0.3865050 0.1175810
-0.3462950 0.2622400 0.1101080 ; -0.2096320 0.3154780 0.0964700
-0.3494310 0.2733700 0.0939360 ; -0.3462950 0.2622400 0.1101080
-0.2096320 0.3154780 0.0964700 ; -0.3494310 0.2733700 0.0939360
-0.2120940 0.3242610 0.0825120 ; -0.3494310 0.2733700 0.0939360
-0.2096320 0.3154780 0.0964700 ; -0.2120940 0.3242610 0.0825120
-0.2072330 0.3181250 0.1204910 ; -0.2096320 0.3154780 0.0964700
-0.2096320 0.3154780 0.0964700 ; -0.3435660 0.2652790 0.1388790
-0.3462950 0.2622400 0.1101080 ; -0.3435660 0.2652790 0.1388790
-0.0927110 0.6024760 0.6956640 ; -0.0934550 0.6355660 0.6760990
-0.0460240 0.6055150 0.6939640 ; -0.0927110 0.6024760 0.6956640
-0.0934550 0.6355660 0.6760990 ; -0.0460240 0.6055150 0.6939640
-0.0463960 0.6387250 0.6744000 ; -0.0460240 0.6055150 0.6939640
-0.0934550 0.6355660 0.6760990 ; -0.0463960 0.6387250 0.6744000
-0.3191080 0.5742330 0.6764730 ; -0.2062560 0.6070090 0.6649430
-0.3154860 0.5734990 0.6993440 ; -0.3191080 0.5742330 0.6764730
-0.2062560 0.6070090 0.6649430 ; -0.3154860 0.5734990 0.6993440
-0.2044720 0.6060300 0.6877200 ; -0.3154860 0.5734990 0.6993440
-0.2062560 0.6070090 0.6649430 ; -0.2044720 0.6060300 0.6877200
-0.2044720 0.6060300 0.6877200 ; -0.1977930 0.5741770 0.7069770
-0.1977930 0.5741770 0.7069770 ; -0.3154860 0.5734990 0.6993440
-0.3028720 0.5428810 0.7182890 ; -0.3154860 0.5734990 0.6993440
-0.1977930 0.5741770 0.7069770 ; -0.3028720 0.5428810 0.7182890
-0.1941540 0.4907560 0.6831900 ; -0.1949610 0.4734450 0.6477460
-0.2976170 0.4613700 0.6946320 ; -0.1941540 0.4907560 0.6831900
-0.1949610 0.4734450 0.6477460 ; -0.2976170 0.4613700 0.6946320
-0.2999280 0.4446940 0.6586100 ; -0.2976170 0.4613700 0.6946320
-0.1949610 0.4734450 0.6477460 ; -0.2999280 0.4446940 0.6586100
-0.3180540 0.3591000 0.4288600 ; -0.3101180 0.4062620 0.5468570
-0.1958120 0.3912670 0.4156000 ; -0.3180540 0.3591000 0.4288600
-0.3101180 0.4062620 0.5468570 ; -0.1958120 0.3912670 0.4156000
-0.1959500 0.4352190 0.5348510 ; -0.1958120 0.3912670 0.4156000
-0.3101180 0.4062620 0.5468570 ; -0.1959500 0.4352190 0.5348510
-0.0614310 0.3682890 0.1743600 ; -0.0378980 0.3874860 0.1380650
-0.0708980 0.3679720 0.1021030 ; -0.0614310 0.3682890 0.1743600
-0.0378980 0.3874860 0.1380650 ; -0.0708980 0.3679720 0.1021030
-0.0420460 0.3800670 0.0985730 ; -0.0708980 0.3679720 0.1021030
-0.0378980 0.3874860 0.1380650 ; -0.0420460 0.3800670 0.0985730
-0.0449190 0.3920290 0.0645490 ; -0.0747510 0.3721530 0.0710930
-0.0443200 0.3764290 0.0793530 ; -0.0449190 0.3920290 0.0645490
-0.0747510 0.3721530 0.0710930 ; -0.0443200 0.3764290 0.0793530
-0.0729710 0.3657190 0.0828340 ; -0.0443200 0.3764290 0.0793530
-0.0747510 0.3721530 0.0710930 ; -0.0729710 0.3657190 0.0828340
-0.0420460 0.3800670 0.0985730 ; -0.0443200 0.3764290 0.0793530
-0.0443200 0.3764290 0.0793530 ; -0.0708980 0.3679720 0.1021030
-0.0729710 0.3657190 0.0828340 ; -0.0708980 0.3679720 0.1021030
-0.0443200 0.3764290 0.0793530 ; -0.0409370 0.4296440 0.0742200
-0.0409370 0.4296440 0.0742200 ; -0.0449190 0.3920290 0.0645490
-0.0423750 0.4228630 0.0526950 ; -0.0449190 0.3920290 0.0645490
-0.0409370 0.4296440 0.0742200 ; -0.0423750 0.4228630 0.0526950
-0.0420460 0.3800670 0.0985730 ; -0.0409370 0.4296440 0.0742200
-0.0387390 0.4352610 0.0944850 ; -0.0409370 0.4296440 0.0742200
-0.0420460 0.3800670 0.0985730 ; -0.0387390 0.4352610 0.0944850
-0.0378980 0.3874860 0.1380650 ; -0.0387390 0.4352610 0.0944850
-0.0347310 0.4440620 0.1323010 ; -0.0387390 0.4352610 0.0944850
-0.0378980 0.3874860 0.1380650 ; -0.0347310 0.4440620 0.1323010
-0.0184670 0.4966560 0.1334310 ; -0.0375910 0.4890600 0.1241760
-0.0172260 0.4549970 0.1378500 ; -0.0184670 0.4966560 0.1334310
-0.0375910 0.4890600 0.1241760 ; -0.0172260 0.4549970 0.1378500
-0.0351130 0.4525860 0.1275690 ; -0.0172260 0.4549970 0.1378500
-0.0375910 0.4890600 0.1241760 ; -0.0351130 0.4525860 0.1275690
-0.5581480 0.3052430 0.1108130 ; -0.5855460 0.2899500 0.1169760
-0.5780460 0.2876010 0.1052550 ; -0.5581480 0.3052430 0.1108130
-0.5561510 0.2971060 0.0970210 ; -0.5581480 0.3052430 0.1108130
-0.5780460 0.2876010 0.1052550 ; -0.5561510 0.2971060 0.0970210
-0.5596300 0.3122820 0.1422060 ; -0.5897130 0.2950790 0.1479360
-0.5855460 0.2899500 0.1169760 ; -0.5596300 0.3122820 0.1422060
-0.5581480 0.3052430 0.1108130 ; -0.5596300 0.3122820 0.1422060
-0.5247540 0.3127650 0.0884430 ; -0.5249290 0.3226600 0.1034730
-0.5561510 0.2971060 0.0970210 ; -0.5247540 0.3127650 0.0884430
-0.5249290 0.3226600 0.1034730 ; -0.5561510 0.2971060 0.0970210
-0.5249290 0.3226600 0.1034730 ; -0.5581480 0.3052430 0.1108130
-0.5237450 0.3315620 0.1359190 ; -0.5596300 0.3122820 0.1422060
-0.5581480 0.3052430 0.1108130 ; -0.5237450 0.3315620 0.1359190
-0.5249290 0.3226600 0.1034730 ; -0.5237450 0.3315620 0.1359190
-0.5596300 0.3122820 0.1422060 ; -0.5859970 0.3095590 0.1753760
-0.5549520 0.3273820 0.1698290 ; -0.5859970 0.3095590 0.1753760
-0.5596300 0.3122820 0.1422060 ; -0.5549520 0.3273820 0.1698290
-0.5237450 0.3315620 0.1359190 ; -0.5549520 0.3273820 0.1698290
-0.5181680 0.3473290 0.1639710 ; -0.5549520 0.3273820 0.1698290
-0.5237450 0.3315620 0.1359190 ; -0.5181680 0.3473290 0.1639710
-0.5096610 0.2091010 0.1900500 ; -0.5144980 0.1963220 0.1621990
-0.5427400 0.2023200 0.1930780 ; -0.5096610 0.2091010 0.1900500
-0.5144980 0.1963220 0.1621990 ; -0.5427400 0.2023200 0.1930780
-0.5466140 0.1896750 0.1654510 ; -0.5427400 0.2023200 0.1930780
-0.5144980 0.1963220 0.1621990 ; -0.5466140 0.1896750 0.1654510
-0.4742200 0.2225240 0.1855490 ; -0.4798990 0.2094370 0.1572630
-0.5096610 0.2091010 0.1900500 ; -0.4742200 0.2225240 0.1855490
-0.4798990 0.2094370 0.1572630 ; -0.5096610 0.2091010 0.1900500
-0.4798990 0.2094370 0.1572630 ; -0.5144980 0.1963220 0.1621990
-0.5171760 0.2081280 0.1129010 ; -0.5398280 0.2037130 0.1198520
-0.5151130 0.1940480 0.1298150 ; -0.5171760 0.2081280 0.1129010
-0.5398280 0.2037130 0.1198520 ; -0.5151130 0.1940480 0.1298150
-0.5444680 0.1881350 0.1337070 ; -0.5151130 0.1940480 0.1298150
-0.5398280 0.2037130 0.1198520 ; -0.5444680 0.1881350 0.1337070
-0.4867740 0.2194830 0.1053590 ; -0.5171760 0.2081280 0.1129010
-0.4829540 0.2060040 0.1237410 ; -0.4867740 0.2194830 0.1053590
-0.5171760 0.2081280 0.1129010 ; -0.4829540 0.2060040 0.1237410
-0.5151130 0.1940480 0.1298150 ; -0.4829540 0.2060040 0.1237410
-0.5144980 0.1963220 0.1621990 ; -0.5151130 0.1940480 0.1298150
-0.5444680 0.1881350 0.1337070 ; -0.5144980 0.1963220 0.1621990
-0.5444680 0.1881350 0.1337070 ; -0.5466140 0.1896750 0.1654510
-0.4798990 0.2094370 0.1572630 ; -0.5151130 0.1940480 0.1298150
-0.4798990 0.2094370 0.1572630 ; -0.4829540 0.2060040 0.1237410
-0.5504590 0.2116540 0.1204710 ; -0.5398280 0.2037130 0.1198520
-0.5237050 0.2190180 0.1081730 ; -0.5504590 0.2116540 0.1204710
-0.5398280 0.2037130 0.1198520 ; -0.5237050 0.2190180 0.1081730
-0.5171760 0.2081280 0.1129010 ; -0.5237050 0.2190180 0.1081730
